,index,id_x,order_id,tariff_id_x,action_id,advcampaign_id,advcampaign_name,website_name,click_user_ip,click_user_referer,click_country_code,conversion_time,action,action_type,cart,status,processed,subid,subid1,subid2,subid3,subid4,payment_x,currency,keyword,comment,paid,promocode,click_date,action_date,closing_date,status_updated,id_y,tariff_id_y,datetime,amount,payment_y,rate,rate_id,percentage,product_url,product_id,product_image,product_name,product_category_id,product_category_name,id_y,tariff_id_y,datetime,amount,payment_y,rate,rate_id,percentage,product_url,product_id,product_image,product_name,product_category_id,product_category_name,id_y,tariff_id_y,datetime,amount,payment_y,rate,rate_id,percentage,product_url,product_id,product_image,product_name,product_category_id,product_category_name
266,266,1046167768,gpt-1066431536|course|657932,16622,1046167768,22448,Udemy WW,Real Pricetracker,,,IE,-943,Paid course,sale,13.84,pending,0,tabm,,,,,1.11,USD,,,0,,4/14/2024 23:42,4/14/2024 23:27,,4/18/2024 13:24,1241422843,21660,4/14/2024 23:27,13.84,1.11,8.03,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,267,1045022349,2.40414E+19,28314,1045022349,25369,Vevor Many GEOs,Real Pricetracker,,,DK,1161905,Paid Order EUR,sale,216.43,pending,0,tabm,,,,,10.83,USD,,,0,,4/1/2024 12:36,4/14/2024 23:21,,4/14/2024 23:21,1239675092,48447,4/14/2024 23:21,216.43,10.83,5,514879,TRUE,https://www.vevor.com/canopy-tent-c_11270/vevor-pop-up-camping-gazebo-camping-canopy-shelter-6-sided-10-x-10-sun-shade-p_010495949350,MZY610FT10FT67P5KV0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,268,1044924947,115274497,5273,1044924947,14627,Flipkart [CPS] IN,Real Pricetracker,,,IN,37,Existing Customer,sale,7785,pending,0,gmg,,,,,140,INR,,,0,,4/14/2024 9:28,4/14/2024 9:29,,4/14/2024 10:29,1239554495,5792,4/14/2024 9:29,7785,140,1.8,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,269,1045543890,gpt-1065461232|course|1082928,16622,1045543890,22448,Udemy WW,Real Pricetracker,,,BR,1028,Paid course,sale,7.84,pending,0,tabm,,,,,0.63,USD,,,0,,4/12/2024 5:10,4/12/2024 5:28,,4/16/2024 13:23,1240493155,21660,4/12/2024 5:28,7.84,0.63,8.04,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,270,1045543922,gpt-1065455586|course|1038260,16622,1045543922,22448,Udemy WW,Real Pricetracker,,,US,-631,Paid course,sale,18.99,pending,0,tabm,,,,,1.52,USD,,,0,,4/12/2024 4:37,4/12/2024 4:27,,4/16/2024 13:23,1240493187,21660,4/12/2024 4:27,18.99,1.52,8.01,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,271,1045543918,gpt-1065455586|course|4651924,16622,1045543918,22448,Udemy WW,Real Pricetracker,,,US,-631,Paid course,sale,16.99,pending,0,tabm,,,,,1.36,USD,,,0,,4/12/2024 4:37,4/12/2024 4:27,,4/16/2024 13:23,1240493183,21660,4/12/2024 4:27,16.99,1.36,8.01,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,272,1045543915,gpt-1065455586|course|1110626,16622,1045543915,22448,Udemy WW,Real Pricetracker,,,US,-631,Paid course,sale,19.99,pending,0,tabm,,,,,1.6,USD,,,0,,4/12/2024 4:37,4/12/2024 4:27,,4/16/2024 13:23,1240493180,21660,4/12/2024 4:27,19.99,1.6,8.01,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,273,1045543808,gpt-1065455586|course|1178124,16622,1045543808,22448,Udemy WW,Real Pricetracker,,,US,-631,Paid course,sale,29.99,pending,0,tabm,,,,,2.4,USD,,,0,,4/12/2024 4:37,4/12/2024 4:27,,4/16/2024 13:23,1240493073,21660,4/12/2024 4:27,29.99,2.4,8.01,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
274,274,1045543881,gpt-1065445406|course|2496714,16622,1045543881,22448,Udemy WW,Real Pricetracker,,,US,-266,Paid course,sale,15.99,pending,0,tabm,,,,,1.28,USD,,,0,,4/12/2024 3:32,4/12/2024 3:28,,4/16/2024 13:23,1240493146,21660,4/12/2024 3:28,15.99,1.28,8.01,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275,275,1045216624,gpt-1065406504|course|1662934,16622,1045216624,22448,Udemy WW,Real Pricetracker,,,BR,693,Paid course,sale,5.9,pending,0,tabm,,,,,0.47,USD,,,0,,4/12/2024 0:15,4/12/2024 0:27,,4/15/2024 13:24,1239983629,21660,4/12/2024 0:27,5.9,0.47,7.97,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,276,1045216378,gpt-1065393026|course|1523066,16622,1045216378,22448,Udemy WW,Real Pricetracker,,,PL,-108,Paid course,sale,12.59,pending,0,tabm,,,,,1,USD,,,0,,4/11/2024 23:25,4/11/2024 23:24,,4/15/2024 13:24,1239983379,21660,4/11/2024 23:24,12.59,1,7.95,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,277,1045216477,gpt-1065367580|course|4353258,16622,1045216477,22448,Udemy WW,Real Pricetracker,,,BR,1390,Paid course,sale,5.9,pending,0,tabm,,,,,0.47,USD,,,0,,4/11/2024 22:04,4/11/2024 22:28,,4/15/2024 13:24,1239983479,21660,4/11/2024 22:28,5.9,0.47,7.97,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
278,278,1045216456,gpt-1065367580|course|4258538,16622,1045216456,22448,Udemy WW,Real Pricetracker,,,BR,1390,Paid course,sale,5.9,pending,0,tabm,,,,,0.47,USD,,,0,,4/11/2024 22:04,4/11/2024 22:28,,4/15/2024 13:24,1239983459,21660,4/11/2024 22:28,5.9,0.47,7.97,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,279,1044299684,15962.5945.591879,28955,1044299684,30956,Pdffiller Many Geos,Real Pricetracker,,,CA,644,Sale,sale,,pending,0,tabm,,,,,0,USD,,,0,,4/11/2024 22:15,4/11/2024 22:26,,4/11/2024 22:35,1238548638,63584,4/11/2024 22:26,0,0,0,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
280,280,1045216388,gpt-1065319714|course|2530102,16622,1045216388,22448,Udemy WW,Real Pricetracker,,,BR,2056,Paid course,sale,5.9,pending,0,tabm,,,,,0.47,USD,,,0,,4/11/2024 19:54,4/11/2024 20:29,,4/15/2024 13:24,1239983388,21660,4/11/2024 20:29,5.9,0.47,7.97,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,281,1045216368,gpt-1065319714|course|4194328,16622,1045216368,22448,Udemy WW,Real Pricetracker,,,BR,2056,Paid course,sale,5.9,pending,0,tabm,,,,,0.47,USD,,,0,,4/11/2024 19:54,4/11/2024 20:29,,4/15/2024 13:24,1239983369,21660,4/11/2024 20:29,5.9,0.47,7.97,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,282,1045216685,gpt-1065260622|course|1463348,16622,1045216685,22448,Udemy WW,Real Pricetracker,,,TR,-1354,Paid course,sale,3.1,pending,0,tabm,,,,,0.24,USD,,,0,,4/11/2024 17:49,4/11/2024 17:27,,4/15/2024 13:24,1239983689,21660,4/11/2024 17:27,3.1,0.24,7.75,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
283,283,1045216437,gpt-1065258636|course|3651110,16622,1045216437,22448,Udemy WW,Real Pricetracker,,,CA,-1023,Paid course,sale,16.51,pending,0,tabm,,,,,1.32,USD,,,0,,4/11/2024 17:44,4/11/2024 17:27,,4/15/2024 13:24,1239983437,21660,4/11/2024 17:27,16.51,1.32,8,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,284,1045216420,gpt-1065258636|course|705264,16622,1045216420,22448,Udemy WW,Real Pricetracker,,,CA,-1023,Paid course,sale,20.63,pending,0,tabm,,,,,1.65,USD,,,0,,4/11/2024 17:44,4/11/2024 17:27,,4/15/2024 13:24,1239983421,21660,4/11/2024 17:27,20.63,1.65,8,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,285,1045216402,gpt-1065258636|course|2045310,16622,1045216402,22448,Udemy WW,Real Pricetracker,,,CA,-1023,Paid course,sale,14.86,pending,0,tabm,,,,,1.19,USD,,,0,,4/11/2024 17:44,4/11/2024 17:27,,4/15/2024 13:24,1239983402,21660,4/11/2024 17:27,14.86,1.19,8.01,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,286,1045216384,gpt-1065258636|course|1094964,16622,1045216384,22448,Udemy WW,Real Pricetracker,,,CA,-1023,Paid course,sale,18.98,pending,0,tabm,,,,,1.52,USD,,,0,,4/11/2024 17:44,4/11/2024 17:27,,4/15/2024 13:24,1239983384,21660,4/11/2024 17:27,18.98,1.52,8.01,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,287,1045216363,gpt-1065258636|course|5540468,16622,1045216363,22448,Udemy WW,Real Pricetracker,,,CA,-1023,Paid course,sale,14.86,pending,0,tabm,,,,,1.19,USD,,,0,,4/11/2024 17:44,4/11/2024 17:27,,4/15/2024 13:24,1239983362,21660,4/11/2024 17:27,14.86,1.19,8.01,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,288,1045216342,gpt-1065258636|course|1436092,16622,1045216342,22448,Udemy WW,Real Pricetracker,,,CA,-1023,Paid course,sale,16.51,pending,0,tabm,,,,,1.32,USD,,,0,,4/11/2024 17:44,4/11/2024 17:27,,4/15/2024 13:24,1239983344,21660,4/11/2024 17:27,16.51,1.32,8,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,289,1045216318,gpt-1065258636|course|1362070,16622,1045216318,22448,Udemy WW,Real Pricetracker,,,CA,-1023,Paid course,sale,16.51,pending,0,tabm,,,,,1.32,USD,,,0,,4/11/2024 17:44,4/11/2024 17:27,,4/15/2024 13:24,1239983320,21660,4/11/2024 17:27,16.51,1.32,8,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,290,1045216282,gpt-1065258636|course|4015616,16622,1045216282,22448,Udemy WW,Real Pricetracker,,,CA,-1023,Paid course,sale,18.98,pending,0,tabm,,,,,1.52,USD,,,0,,4/11/2024 17:44,4/11/2024 17:27,,4/15/2024 13:24,1239983282,21660,4/11/2024 17:27,18.98,1.52,8.01,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,291,1045216380,gpt-1065211940|course|2757452,16622,1045216380,22448,Udemy WW,Real Pricetracker,,,BR,2787,Paid course,sale,6.89,pending,0,tabm,,,,,0.55,USD,,,0,,4/11/2024 16:08,4/11/2024 16:55,,4/15/2024 13:24,1239983381,21660,4/11/2024 16:55,6.89,0.55,7.99,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,292,1045216366,gpt-1065166206|course|5584194,16622,1045216366,22448,Udemy WW,Real Pricetracker,,,TR,-753,Paid course,sale,3.1,pending,0,tabm,,,,,0.24,USD,,,0,,4/11/2024 14:40,4/11/2024 14:28,,4/15/2024 13:24,1239983368,21660,4/11/2024 14:28,3.1,0.24,7.75,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,293,1045216367,gpt-1065002744|course|5118438,16622,1045216367,22448,Udemy WW,Real Pricetracker,,,BR,-1240,Paid course,sale,5.9,pending,0,,,,,,0.47,USD,,,0,,4/11/2024 4:48,4/11/2024 4:28,,4/15/2024 13:24,1239983367,21660,4/11/2024 4:28,5.9,0.47,7.97,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,294,1044947018,gpt-1064974782|course|3594210,16622,1044947018,22448,Udemy WW,Real Pricetracker,,,US,-464,Paid course,sale,16.95,pending,0,tabm,,,,,1.36,USD,,,0,,4/11/2024 2:30,4/11/2024 2:23,,4/14/2024 13:23,1239582800,21660,4/11/2024 2:23,16.95,1.36,8.03,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,295,1044947110,gpt-1064965578|gift|7156290,16622,1044947110,22448,Udemy WW,Real Pricetracker,,,BR,-860,Paid course,sale,5.97,pending,0,tabm,,,,,0.48,USD,,,0,,4/11/2024 1:42,4/11/2024 1:28,,4/14/2024 13:23,1239582891,21660,4/11/2024 1:28,5.97,0.48,8.05,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,296,1044947236,gpt-1064853700|course|4939384,16622,1044947236,22448,Udemy WW,Real Pricetracker,,,TR,693,Paid course,sale,4.03,pending,0,tabm,,,,,0.32,USD,,,0,,4/10/2024 19:16,4/10/2024 19:28,,4/14/2024 13:23,1239583016,21660,4/10/2024 19:28,4.03,0.32,7.95,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,297,1044947225,gpt-1064853700|course|5645978,16622,1044947225,22448,Udemy WW,Real Pricetracker,,,TR,693,Paid course,sale,3.1,pending,0,tabm,,,,,0.24,USD,,,0,,4/10/2024 19:16,4/10/2024 19:28,,4/14/2024 13:23,1239583006,21660,4/10/2024 19:28,3.1,0.24,7.75,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,298,1044947235,gpt-1064661150|course|5855716,16622,1044947235,22448,Udemy WW,Real Pricetracker,,,KR,699,Paid course,sale,11.1,pending,0,tabm,,,,,0.88,USD,,,0,,4/10/2024 9:12,4/10/2024 9:24,,4/14/2024 13:23,1239583017,21660,4/10/2024 9:24,11.1,0.88,7.93,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,299,1044947223,gpt-1064661150|course|4761652,16622,1044947223,22448,Udemy WW,Real Pricetracker,,,KR,699,Paid course,sale,12.58,pending,0,tabm,,,,,1,USD,,,0,,4/10/2024 9:12,4/10/2024 9:24,,4/14/2024 13:23,1239583004,21660,4/10/2024 9:24,12.58,1,7.95,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,300,1044947210,gpt-1064661150|course|4951810,16622,1044947210,22448,Udemy WW,Real Pricetracker,,,KR,699,Paid course,sale,11.1,pending,0,tabm,,,,,0.88,USD,,,0,,4/10/2024 9:12,4/10/2024 9:24,,4/14/2024 13:23,1239582991,21660,4/10/2024 9:24,11.1,0.88,7.93,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,301,1044947198,gpt-1064661150|course|5681350,16622,1044947198,22448,Udemy WW,Real Pricetracker,,,KR,699,Paid course,sale,11.1,pending,0,tabm,,,,,0.88,USD,,,0,,4/10/2024 9:12,4/10/2024 9:24,,4/14/2024 13:23,1239582979,21660,4/10/2024 9:24,11.1,0.88,7.93,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,302,1044947185,gpt-1064661150|course|5816498,16622,1044947185,22448,Udemy WW,Real Pricetracker,,,KR,699,Paid course,sale,11.1,pending,0,tabm,,,,,0.88,USD,,,0,,4/10/2024 9:12,4/10/2024 9:24,,4/14/2024 13:23,1239582966,21660,4/10/2024 9:24,11.1,0.88,7.93,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,303,1044947171,gpt-1064661150|course|4364938,16622,1044947171,22448,Udemy WW,Real Pricetracker,,,KR,699,Paid course,sale,12.58,pending,0,tabm,,,,,1,USD,,,0,,4/10/2024 9:12,4/10/2024 9:24,,4/14/2024 13:23,1239582952,21660,4/10/2024 9:24,12.58,1,7.95,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,304,1044947158,gpt-1064661150|course|5544072,16622,1044947158,22448,Udemy WW,Real Pricetracker,,,KR,699,Paid course,sale,12.58,pending,0,tabm,,,,,1,USD,,,0,,4/10/2024 9:12,4/10/2024 9:24,,4/14/2024 13:23,1239582938,21660,4/10/2024 9:24,12.58,1,7.95,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,305,1044947144,gpt-1064661150|course|5694734,16622,1044947144,22448,Udemy WW,Real Pricetracker,,,KR,699,Paid course,sale,12.58,pending,0,tabm,,,,,1,USD,,,0,,4/10/2024 9:12,4/10/2024 9:24,,4/14/2024 13:23,1239582924,21660,4/10/2024 9:24,12.58,1,7.95,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,306,1044947049,gpt-1064588536|course|4189168,16622,1044947049,22448,Udemy WW,Real Pricetracker,,,CL,-1200,Paid course,sale,10.59,pending,0,tabm,,,,,0.84,USD,,,0,,4/10/2024 4:48,4/10/2024 4:28,,4/14/2024 13:23,1239582830,21660,4/10/2024 4:28,10.59,0.84,7.94,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,307,1044729082,gpt-1064556516|course|356030,16622,1044729082,22448,Udemy WW,Real Pricetracker,,,PH,1531,Paid course,sale,15.91,pending,0,tabm,,,,,1.28,USD,,,0,,4/10/2024 2:01,4/10/2024 2:27,,4/13/2024 13:23,1239248746,21660,4/10/2024 2:27,15.91,1.28,8.05,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308,308,1044729112,gpt-1064555988|course|1741584,16622,1044729112,22448,Udemy WW,Real Pricetracker,,,US,-1148,Paid course,sale,24.89,pending,0,tabm,,,,,1.99,USD,,,0,,4/10/2024 1:47,4/10/2024 1:28,,4/13/2024 13:23,1239248774,21660,4/10/2024 1:28,24.89,1.99,8,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,309,1044729096,gpt-1064555988|course|1576854,16622,1044729096,22448,Udemy WW,Real Pricetracker,,,US,-1148,Paid course,sale,24.89,pending,0,tabm,,,,,1.99,USD,,,0,,4/10/2024 1:47,4/10/2024 1:28,,4/13/2024 13:23,1239248756,21660,4/10/2024 1:28,24.89,1.99,8,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,310,1044728855,gpt-1064523258|course|1565838,16622,1044728855,22448,Udemy WW,Real Pricetracker,,,MX,181,Paid course,sale,12.19,pending,0,tabm,,,,,0.97,USD,,,0,,4/9/2024 23:24,4/9/2024 23:28,,4/13/2024 13:23,1239248517,21660,4/9/2024 23:28,12.19,0.97,7.96,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,311,1044728816,gpt-1064523258|course|4651924,16622,1044728816,22448,Udemy WW,Real Pricetracker,,,MX,181,Paid course,sale,12.19,pending,0,tabm,,,,,0.97,USD,,,0,,4/9/2024 23:24,4/9/2024 23:28,,4/13/2024 13:23,1239248476,21660,4/9/2024 23:28,12.19,0.97,7.96,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
312,312,1044728797,gpt-1064523258|course|3142166,16622,1044728797,22448,Udemy WW,Real Pricetracker,,,MX,181,Paid course,sale,12.19,pending,0,tabm,,,,,0.97,USD,,,0,,4/9/2024 23:24,4/9/2024 23:28,,4/13/2024 13:23,1239248456,21660,4/9/2024 23:28,12.19,0.97,7.96,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,313,1044728775,gpt-1064523258|course|4826518,16622,1044728775,22448,Udemy WW,Real Pricetracker,,,MX,181,Paid course,sale,12.19,pending,0,tabm,,,,,0.97,USD,,,0,,4/9/2024 23:24,4/9/2024 23:28,,4/13/2024 13:23,1239248434,21660,4/9/2024 23:28,12.19,0.97,7.96,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,314,1043678339,15962.5943.58710,28955,1043678339,30956,Pdffiller Many Geos,Real Pricetracker,,,US,5235051,Sale,sale,21.78,pending,0,,,,,,0,USD,,,0,,2/8/2024 22:41,4/9/2024 12:52,,4/9/2024 13:30,1237609560,63584,4/9/2024 12:52,21.78,0,0,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,315,1044728799,gpt-1064168158|course|4223486,16622,1044728799,22448,Udemy WW,Real Pricetracker,,,US,-895,Paid course,sale,19.47,pending,0,,,,,,1.56,USD,,,0,,4/9/2024 4:43,4/9/2024 4:29,,4/13/2024 13:23,1239248459,21660,4/9/2024 4:29,19.47,1.56,8.02,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,316,1044729126,gpt-1064155524|course|5800448,16622,1044729126,22448,Udemy WW,Real Pricetracker,,,KR,-854,Paid course,sale,11.08,pending,0,tabm,,,,,0.88,USD,,,0,,4/9/2024 3:43,4/9/2024 3:29,,4/13/2024 13:23,1239248785,21660,4/9/2024 3:29,11.08,0.88,7.95,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,317,1044485990,gpt-1064059976|course|5546302,16622,1044485990,22448,Udemy WW,Real Pricetracker,,,CL,360,Paid course,sale,10.54,pending,0,tabm,,,,,0.84,USD,,,0,,4/8/2024 21:24,4/8/2024 21:30,,4/12/2024 13:23,1238867759,21660,4/8/2024 21:30,10.54,0.84,7.97,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,318,1044486035,gpt-1064041728|course|4223486,16622,1044486035,22448,Udemy WW,Real Pricetracker,,,US,-385,Paid course,sale,17.99,pending,0,tabm,,,,,1.44,USD,,,0,,4/8/2024 20:35,4/8/2024 20:29,,4/12/2024 13:23,1238867804,21660,4/8/2024 20:29,17.99,1.44,8.01,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,319,1043469940,15962.5942.239576,28955,1043469940,30956,Pdffiller Many Geos,Real Pricetracker,,,PE,636,Sale,sale,,pending,0,tabm,,,,,0,USD,,,0,,4/8/2024 17:46,4/8/2024 17:57,,4/8/2024 18:32,1237245880,63584,4/8/2024 17:57,0,0,0,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,320,1044486027,gpt-1063916572|course|4464776,16622,1044486027,22448,Udemy WW,Real Pricetracker,,,BR,-223,Paid course,sale,5.91,pending,0,tabm,,,,,0.48,USD,,,0,,4/8/2024 15:26,4/8/2024 15:23,,4/12/2024 13:23,1238867797,21660,4/8/2024 15:23,5.91,0.48,8.13,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,321,1043398698,15962.5942.42023,28955,1043398698,30956,Pdffiller Many Geos,Real Pricetracker,,,CA,2528720,Sale,sale,,pending,0,tabm,,,,,0,USD,,,0,,3/10/2024 6:32,4/8/2024 12:58,,4/8/2024 13:30,1237090332,63584,4/8/2024 12:58,0,0,0,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,322,1043291544,478129517,14275,1043291544,21029,Ancestry US CA UK AU DE,Real Pricetracker,,,JP,35,Conversion,sale,,pending,0,tabm,,,,,0,USD,,,0,,4/8/2024 7:41,4/8/2024 7:42,,4/8/2024 8:22,1236876712,18508,4/8/2024 7:42,0,0,0,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,323,1044485946,gpt-1063740854|course|4258836,16622,1044485946,22448,Udemy WW,Real Pricetracker,,,BR,6,Paid course,sale,5.91,pending,0,tabm,,,,,0.48,USD,,,0,,4/8/2024 6:22,4/8/2024 6:23,,4/12/2024 13:23,1238867717,21660,4/8/2024 6:23,5.91,0.48,8.13,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,324,1044486020,gpt-1063722870|course|1080928,16622,1044486020,22448,Udemy WW,Real Pricetracker,,,BR,1596,Paid course,sale,5.91,pending,0,tabm,,,,,0.48,USD,,,0,,4/8/2024 5:00,4/8/2024 5:27,,4/12/2024 13:23,1238867790,21660,4/8/2024 5:27,5.91,0.48,8.13,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,325,1044486003,gpt-1063722870|course|870252,16622,1044486003,22448,Udemy WW,Real Pricetracker,,,BR,1596,Paid course,sale,6.89,pending,0,tabm,,,,,0.55,USD,,,0,,4/8/2024 5:00,4/8/2024 5:27,,4/12/2024 13:23,1238867775,21660,4/8/2024 5:27,6.89,0.55,7.99,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,326,1044486067,gpt-1063704872|course|5602736,16622,1044486067,22448,Udemy WW,Real Pricetracker,,,US,-54,Paid course,sale,12.99,pending,0,tabm,,,,,1.04,USD,,,0,,4/8/2024 3:28,4/8/2024 3:28,,4/12/2024 13:23,1238867836,21660,4/8/2024 3:28,12.99,1.04,8.01,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,327,1043253800,478126723,14275,1043253800,21029,Ancestry US CA UK AU DE,Real Pricetracker,,,US,81,Conversion,sale,,pending,0,tabm,,,,,0,USD,,,0,,4/8/2024 2:34,4/8/2024 2:36,,4/8/2024 3:23,1236743243,18508,4/8/2024 2:36,0,0,0,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,328,1044222015,gpt-1063599008|course|4586580,16622,1044222015,22448,Udemy WW,Real Pricetracker,,,CL,1535,Paid course,sale,10.52,pending,0,tabm,,,,,0.84,USD,,,0,,4/7/2024 20:58,4/7/2024 21:24,,4/11/2024 13:23,1238454494,21660,4/7/2024 21:24,10.52,0.84,7.99,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,329,1043067886,15962.5940.957229,28955,1043067886,30956,Pdffiller Many Geos,Real Pricetracker,,,US,583,Sale,sale,,pending,0,tab,,,,,0,USD,,,0,,4/7/2024 2:15,4/7/2024 2:25,,4/7/2024 2:27,1236527348,63584,4/7/2024 2:25,0,0,0,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,330,1043945687,gpt-1063202840|course|1225734,16622,1043945687,22448,Udemy WW,Real Pricetracker,,,BR,-1567,Paid course,sale,6.89,pending,0,tabm,,,,,0.55,USD,,,0,,4/7/2024 1:53,4/7/2024 1:27,,4/10/2024 13:24,1238029051,21660,4/7/2024 1:27,6.89,0.55,7.99,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,331,1043945729,gpt-1063190036|course|4802826,16622,1043945729,22448,Udemy WW,Real Pricetracker,,,CA,-1629,Paid course,sale,13.9,pending,0,tabm,,,,,1.11,USD,,,0,,4/7/2024 0:48,4/7/2024 0:21,,4/10/2024 13:24,1238029092,21660,4/7/2024 0:21,13.9,1.11,7.99,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,332,1043945725,gpt-1063190036|course|4802926,16622,1043945725,22448,Udemy WW,Real Pricetracker,,,CA,-1629,Paid course,sale,13.9,pending,0,tabm,,,,,1.11,USD,,,0,,4/7/2024 0:48,4/7/2024 0:21,,4/10/2024 13:24,1238029088,21660,4/7/2024 0:21,13.9,1.11,7.99,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,333,1043945721,gpt-1063190036|course|4223486,16622,1043945721,22448,Udemy WW,Real Pricetracker,,,CA,-1629,Paid course,sale,17.76,pending,0,tabm,,,,,1.42,USD,,,0,,4/7/2024 0:48,4/7/2024 0:21,,4/10/2024 13:24,1238029084,21660,4/7/2024 0:21,17.76,1.42,8,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
