,Campaign_Name,Status,Payout,Currency,Date,Customer_city,Customer_Region,Customer_Country,Sub_Id
556,Walmart Affiliate Program,APPROVED,0.06,USD,2024-01-16,Rockford,Illinois,US,gmg
557,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-17,n/a,n/a,US,gmg
558,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-17,Jacksonville,North Carolina,US,gmg
559,Walmart Affiliate Program,APPROVED,1.98,USD,2024-01-17,Calhoun,Georgia,US,gmg
560,Walmart Affiliate Program,APPROVED,1.00,USD,2024-01-17,Farmingdale,New York,US,gmg
561,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-16,Baton Rouge,Louisiana,US,gmg
562,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-17,Aurora,Colorado,US,gmg
563,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-16,Kent,Washington,US,gmg
564,Walmart Affiliate Program,APPROVED,0.18,USD,2024-01-17,Port Huron,Michigan,US,gmg
565,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-17,Seattle,Washington,US,gmg
566,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-16,Tucson,Arizona,US,gmg
567,Walmart Affiliate Program,APPROVED,0.10,USD,2024-01-17,Duluth,Minnesota,US,gmg
568,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-16,Queen Creek,Arizona,US,gmg
569,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-16,Baton Rouge,Louisiana,US,gmg
570,InVideo,APPROVED,0.00,USD,2024-01-16,Cairo,Cairo Governorate,EG,gmg
571,Walmart Affiliate Program,REVERSED,0.00,USD,2024-01-16,Evans,Georgia,US,gmg
572,Walmart Affiliate Program,REVERSED,0.00,USD,2024-01-17,Uniontown,Pennsylvania,US,gmg
573,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-17,Pensacola,Florida,US,gmg
574,Walmart Affiliate Program,APPROVED,1.00,USD,2024-01-16,Farmingdale,New York,US,gmg
575,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-17,San Francisco,California,US,gmg
576,Walmart Affiliate Program,APPROVED,0.16,USD,2024-01-17,Farmingdale,New York,US,gmg
577,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-18,Virginia Beach,Virginia,US,gmg
578,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-17,Warren,Michigan,US,gmg
579,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-17,Jacksonville,North Carolina,US,gmg
580,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-17,Bedford,Indiana,US,gmg
581,Walmart Affiliate Program,REVERSED,0.00,USD,2024-01-17,Uniontown,Pennsylvania,US,gmg
582,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-17,Orlando,Florida,US,gmg
583,Walmart Affiliate Program,APPROVED,0.12,USD,2024-01-18,Denver,Colorado,US,gmg
584,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-17,Eagle Mountain,Utah,US,gmg
585,Walmart Affiliate Program,APPROVED,2.40,USD,2024-01-17,South Bend,Indiana,US,gmg
586,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-17,Columbus,Georgia,US,gmg
587,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-17,Uniontown,Pennsylvania,US,gmg
588,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-18,San Francisco,California,US,gmg
589,Walmart Affiliate Program,APPROVED,0.33,USD,2024-01-18,Southern Pines,North Carolina,US,gmg
590,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-18,Tucson,Arizona,US,gmg
591,Walmart Affiliate Program,REVERSED,0.00,USD,2024-01-17,Dallas,Texas,US,gmg
592,Walmart Affiliate Program,APPROVED,1.40,USD,2024-01-18,Copperas Cove,Texas,US,gmg
593,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-18,Summerville,South Carolina,US,gmg
594,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-18,Florence,Arizona,US,gmg
595,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-18,Wilson,North Carolina,US,gmg
596,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-18,Bossier City,Louisiana,US,gmg
597,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-17,Warren,Michigan,US,gmg
598,Walmart Affiliate Program,APPROVED,0.29,USD,2024-01-17,Carroll,Iowa,US,gmg
599,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-17,Denton,Texas,US,gmg
600,Walmart Affiliate Program,APPROVED,1.45,USD,2024-01-18,West Linn,Oregon,US,gmg
601,Walmart Affiliate Program,APPROVED,0.75,USD,2024-01-18,Princeton,New Jersey,US,gmg
602,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-17,West Lafayette,Indiana,US,gmg
603,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-17,Morgantown,West Virginia,US,gmg
604,Walmart Affiliate Program,APPROVED,1.20,USD,2024-01-17,Winter Haven,Florida,US,gmg
605,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-17,Los Angeles,California,US,gmg
606,Walmart Affiliate Program,APPROVED,0.20,USD,2024-01-18,Reading,Pennsylvania,US,gmg
607,Namecheap,APPROVED,1.23,USD,2024-01-17,Irara,Bahia,BR,gmg
608,Walmart Affiliate Program,APPROVED,1.01,USD,2024-01-18,Queen Creek,Arizona,US,gmg
609,Walmart Affiliate Program,APPROVED,0.59,USD,2024-01-18,Farmingdale,New York,US,gmg
610,Walmart Affiliate Program,REVERSED,0.00,USD,2024-01-17,San Gabriel,California,US,gmg
611,Walmart Affiliate Program,APPROVED,0.10,USD,2024-01-19,Daytona Beach,Florida,US,gmg
612,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-18,Everett,Washington,US,gmg
613,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-18,Everett,Washington,US,gmg
614,Walmart Affiliate Program,REVERSED,0.00,USD,2024-01-19,McLean,Virginia,US,gmg
615,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-19,Uniontown,Pennsylvania,US,gmg
616,Walmart Affiliate Program,REVERSED,0.00,USD,2024-01-18,Columbus,Georgia,US,gmg
617,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-19,Columbus,Georgia,US,gmg
618,Walmart Affiliate Program,APPROVED,0.21,USD,2024-01-18,Myrtle Beach,South Carolina,US,gmg
619,Walmart Affiliate Program,APPROVED,1.89,USD,2024-01-19,Westminster,Maryland,US,gmg
620,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-19,Albany,New York,US,gmg
621,Walmart Affiliate Program,APPROVED,0.19,USD,2024-01-18,Louisville,Colorado,US,gmg
622,Walmart Affiliate Program,APPROVED,0.40,USD,2024-01-18,College Station,Texas,US,gmg
623,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-19,Copperas Cove,Texas,US,gmg
624,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-18,The Villages,Florida,US,gmg
625,DigitalOcean,APPROVED,0.00,USD,2024-01-21,Ashburn,Virginia,US,
626,Walmart Affiliate Program,APPROVED,0.56,USD,2024-01-18,Brooklyn,New York,US,gmg
627,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-19,Copperas Cove,Texas,US,gmg
628,Walmart Affiliate Program,APPROVED,0.79,USD,2024-01-19,New Holland,Illinois,US,gmg
629,Walmart Affiliate Program,APPROVED,0.22,USD,2024-01-19,New Holland,Illinois,US,gmg
630,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-18,Washington,District of Columbia,US,gmg
631,DHgate,APPROVED,3.18,USD,2024-01-19,Caledonia,Ontario,CA,gmg
632,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-18,Orlando,Florida,US,gmg
633,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-18,Mesa,Arizona,US,gmg
634,DHgate,APPROVED,5.40,USD,2024-01-19,Winchester,Kentucky,US,gmg
635,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-19,Portland,Oregon,US,gmg
636,Walmart Affiliate Program,APPROVED,0.09,USD,2024-01-19,Syracuse,New York,US,gmg
637,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-19,Uniontown,Pennsylvania,US,gmg
638,Name.com,APPROVED,0.00,USD,2024-01-18,Komorniki,Greater Poland,PL,fs
639,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-19,Chicago,Illinois,US,gmg
640,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-20,Toms River,New Jersey,US,gmg
641,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-20,Frisco,Texas,US,gmg
642,InVideo,APPROVED,0.00,USD,2024-01-18,Vitoria-Gasteiz,Basque Country,ES,gmg
643,Walmart Affiliate Program,APPROVED,0.79,USD,2024-01-20,Winsted,Minnesota,US,gmg
644,Walmart Affiliate Program,APPROVED,0.22,USD,2024-01-20,Coppell,Texas,US,gmg
645,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-20,Albany,New York,US,gmg
646,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-20,Eagle Mountain,Utah,US,gmg
647,NordVPN,APPROVED,5.66,USD,2024-01-18,Paris,Île-de-France,FR,gmg
648,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-20,Trenton,New Jersey,US,gmg
649,Walmart Affiliate Program,APPROVED,1.01,USD,2024-01-20,Kodiak Station,Alaska,US,gmg
650,Walmart Affiliate Program,APPROVED,5.40,USD,2024-01-20,Salina,Utah,US,gmg
651,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-20,Newark,New Jersey,US,gmg
652,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-20,Bossier City,Louisiana,US,gmg
653,Walmart Affiliate Program,APPROVED,0.64,USD,2024-01-20,West Lafayette,Indiana,US,gmg
654,Walmart Affiliate Program,APPROVED,0.48,USD,2024-01-20,Colton,California,US,gmg
655,Walmart Affiliate Program,APPROVED,5.18,USD,2024-01-20,Elkton,Maryland,US,gmg
656,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-20,Escondido,California,US,gmg
657,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-20,San Francisco,California,US,gmg
658,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-20,Madison,Wisconsin,US,gmg
659,Walmart Affiliate Program,APPROVED,0.54,USD,2024-01-20,Pasadena,Texas,US,gmg
660,Remitly,APPROVED,4.00,USD,2024-01-20,New York,New York,US,gmg
661,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-20,Acworth,Georgia,US,gmg
662,Walmart Affiliate Program,APPROVED,1.05,USD,2024-01-20,Hialeah,Florida,US,gmg
663,Walmart Affiliate Program,REVERSED,0.00,USD,2024-01-20,Akron,Ohio,US,gmg
664,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-20,Warren,Michigan,US,gmg
665,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-20,New York,New York,US,gmg
666,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-20,Grand Prairie,Texas,US,gmg
667,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-20,Chicago,Illinois,US,gmg
668,Name.com,APPROVED,0.00,USD,2024-01-19,Komorniki,Greater Poland,PL,fs
669,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-20,Uniontown,Pennsylvania,US,gmg
670,NordVPN,REVERSED,0.00,USD,2024-01-19,Garland,Texas,US,gmg
671,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-20,Everett,Washington,US,gmg
672,Walmart Affiliate Program,APPROVED,0.70,USD,2024-01-20,Denver,Colorado,US,gmg
673,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-20,San Antonio,Texas,US,gmg
674,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-20,Fort Wayne,Indiana,US,gmg
675,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-20,Greenville,South Carolina,US,gmg
676,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-20,Broomfield,Colorado,US,gmg
677,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-20,Grand Junction,Colorado,US,gmg
678,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-20,Kenner,Louisiana,US,gmg
679,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-20,Perris,California,US,gmg
680,Walmart Affiliate Program,APPROVED,0.51,USD,2024-01-20,Bella Vista,Arkansas,US,gmg
681,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-20,Akron,Ohio,US,gmg
682,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-20,Chula Vista,California,US,gmg
683,Walmart Affiliate Program,APPROVED,0.51,USD,2024-01-20,Potsdam,New York,US,gmg
684,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-20,Scottsdale,Arizona,US,gmg
685,Walmart Affiliate Program,APPROVED,3.14,USD,2024-01-20,Juneau,Alaska,US,gmg
686,Walmart Affiliate Program,APPROVED,1.08,USD,2024-01-20,Fort Worth,Texas,US,gmg
687,Walmart Affiliate Program,APPROVED,0.45,USD,2024-01-20,Jacksonville,North Carolina,US,gmg
688,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-20,Bella Vista,Arkansas,US,gmg
689,Walmart Affiliate Program,APPROVED,1.17,USD,2024-01-20,Murrells Inlet,South Carolina,US,gmg
690,Walmart Affiliate Program,APPROVED,0.30,USD,2024-01-20,Juneau,Alaska,US,gmg
691,Walmart Affiliate Program,APPROVED,0.96,USD,2024-01-20,Colton,California,US,gmg
692,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-20,Smithfield,North Carolina,US,gmg
693,Walmart Affiliate Program,REVERSED,0.00,USD,2024-01-20,Houston,Texas,US,gmg
694,Walmart Affiliate Program,APPROVED,0.58,USD,2024-01-20,Boise,Idaho,US,gmg
695,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-20,Webster,Texas,US,gmg
696,Walmart Affiliate Program,APPROVED,0.25,USD,2024-01-20,Parker,Colorado,US,gmg
697,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-20,Albany,New York,US,gmg
698,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-20,Orlando,Florida,US,gmg
699,Walmart Affiliate Program,REVERSED,0.00,USD,2024-01-20,Houston,Texas,US,gmg
700,Walmart Affiliate Program,REVERSED,0.00,USD,2024-01-21,Houston,Texas,US,gmg
701,Walmart Affiliate Program,APPROVED,0.77,USD,2024-01-21,Houston,Texas,US,gmg
702,Walmart Affiliate Program,APPROVED,1.20,USD,2024-01-21,San Francisco,California,US,gmg
703,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-21,Orlando,Florida,US,gmg
704,NordVPN,APPROVED,5.20,USD,2024-01-20,n/a,Victoria,AU,gmg
705,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-21,Canal Winchester,Ohio,US,gmg
706,Walmart Affiliate Program,APPROVED,11.97,USD,2024-01-21,Valdosta,Georgia,US,gmg
707,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-21,Fort Worth,Texas,US,gmg
708,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-21,Brandon,Florida,US,gmg
709,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-21,n/a,n/a,US,gmg
710,Walmart Affiliate Program,APPROVED,0.36,USD,2024-01-21,Queen Creek,Arizona,US,gmg
711,Walmart Affiliate Program,APPROVED,2.16,USD,2024-01-21,Uniondale,New York,US,gmg
712,Walmart Affiliate Program,APPROVED,2.67,USD,2024-01-21,Arlington Heights,Illinois,US,gmg
713,Walmart Affiliate Program,REVERSED,0.00,USD,2024-01-21,Arlington Heights,Illinois,US,gmg
714,NordVPN,APPROVED,35.49,USD,2024-01-20,Vienna,Vienna,AT,gmg
715,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-21,Chagrin Falls,Ohio,US,gmg
716,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-21,Vicksburg,Mississippi,US,gmg
717,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-21,Lewiston,Maine,US,gmg
718,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-21,Inman,South Carolina,US,gmg
719,NordVPN,APPROVED,23.95,USD,2024-01-20,Clinton,Massachusetts,US,gmg
720,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-21,Tempe,Arizona,US,gmg
721,NordVPN,APPROVED,21.57,USD,2024-01-20,Itapeva,Sao Paulo,BR,gmg
722,Walmart Affiliate Program,APPROVED,0.76,USD,2024-01-21,Normal,Illinois,US,gmg
723,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-21,Chagrin Falls,Ohio,US,gmg
724,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-21,Folsom,California,US,gmg
725,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-21,Brooklyn,New York,US,gmg
726,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-21,Richardson,Texas,US,gmg
727,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-21,Atlanta,Georgia,US,gmg
728,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-21,The Bronx,New York,US,gmg
729,Walmart Affiliate Program,APPROVED,0.63,USD,2024-01-21,Houston,Texas,US,gmg
730,DHgate,APPROVED,1.30,USD,2024-01-22,Lake Havasu City,Arizona,US,gmg
731,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-21,Deltona,Florida,US,gmg
732,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-21,State College,Pennsylvania,US,gmg
733,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-21,Fort Wayne,Indiana,US,gmg
734,Walmart Affiliate Program,APPROVED,0.36,USD,2024-01-21,Mooresville,North Carolina,US,gmg
735,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-22,Seattle,Washington,US,gmg
736,Wish,APPROVED,3.24,USD,2024-01-21,Valencia,Valencia,ES,gmg
737,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-22,Warren,Michigan,US,gmg
738,Walmart Affiliate Program,APPROVED,1.06,USD,2024-01-22,Falls Church,Virginia,US,gmg
739,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-22,Trenton,New Jersey,US,gmg
740,Walmart Affiliate Program,APPROVED,0.37,USD,2024-01-22,Dayton,Nevada,US,gmg
741,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-22,Tallahassee,Florida,US,gmg
742,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-22,Copperas Cove,Texas,US,gmg
743,Namecheap,APPROVED,1.23,USD,2024-01-21,Ontario,California,US,gmg
744,NordVPN,REVERSED,0.00,USD,2024-01-21,Voerde,North Rhine-Westphalia,DE,gmg
745,Walmart Affiliate Program,APPROVED,0.28,USD,2024-01-22,West Lafayette,Indiana,US,gmg
746,Walmart Affiliate Program,APPROVED,0.79,USD,2024-01-22,Dubuque,Iowa,US,gmg
747,NordVPN,APPROVED,32.54,USD,2024-01-21,Pakistan,Punjab,PK,gmg
748,Walmart Affiliate Program,APPROVED,0.42,USD,2024-01-22,Portage,Indiana,US,gmg
749,Walmart Affiliate Program,REVERSED,0.00,USD,2024-01-22,Modesto,California,US,gmg
750,NordVPN,APPROVED,38.30,USD,2024-01-22,Melbourne,Victoria,AU,gmg
751,Walmart Affiliate Program,APPROVED,0.73,USD,2024-01-22,Atlanta,Georgia,US,gmg
752,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-22,Olean,New York,US,gmg
753,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-22,Sumter,South Carolina,US,gmg
754,Walmart Affiliate Program,APPROVED,0.12,USD,2024-01-22,Baton Rouge,Louisiana,US,gmg
755,Walmart Affiliate Program,APPROVED,0.50,USD,2024-01-22,Erie,Pennsylvania,US,gmg
756,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-22,Folsom,California,US,gmg
757,Walmart Affiliate Program,REVERSED,0.00,USD,2024-01-23,Folsom,California,US,gmg
758,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-23,Anchorage,Alaska,US,gmg
759,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-23,Portage,Indiana,US,gmg
760,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-23,Warren,Michigan,US,gmg
761,OnePlus US & Canada,APPROVED,0.00,USD,2024-01-22,Ottawa,Ontario,CA,gmg
762,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-23,Seattle,Washington,US,gmg
763,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-23,Wilmington,North Carolina,US,gmg
764,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-23,Potsdam,New York,US,gmg
765,NordVPN,REVERSED,0.00,USD,2024-01-22,Poznan,Greater Poland,PL,gmg
766,Walmart Affiliate Program,APPROVED,0.05,USD,2024-01-23,Poulsbo,Washington,US,gmg
767,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-23,Long Beach,California,US,gmg
768,Envato Placeit,APPROVED,0.00,USD,2024-01-22,Riyadh,Riyadh Region,SA,gmg
769,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-23,Woodland,California,US,gmg
770,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-23,Folsom,California,US,gmg
771,Walmart Affiliate Program,APPROVED,1.80,USD,2024-01-23,Novi,Michigan,US,gmg
772,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-23,Folsom,California,US,gmg
773,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-23,Trenton,New Jersey,US,gmg
774,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-23,Roseburg,Oregon,US,gmg
775,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-23,Bella Vista,Arkansas,US,gmg
776,Walmart Affiliate Program,APPROVED,5.23,USD,2024-01-23,Jackson,South Carolina,US,gmg
777,NordVPN,APPROVED,32.54,USD,2024-01-23,Hanoi,Hanoi,VN,gmg
778,Walmart Affiliate Program,APPROVED,0.27,USD,2024-01-23,Denton,Texas,US,gmg
779,NordVPN,APPROVED,5.20,USD,2024-01-23,Le Tampon,n/a,RE,gmg
780,DHgate,APPROVED,8.13,USD,2024-01-25,Nashville,Tennessee,US,gmg
781,Walmart Affiliate Program,APPROVED,0.06,USD,2024-01-23,Denton,Texas,US,gmg
782,Walmart Affiliate Program,APPROVED,1.70,USD,2024-01-23,Morgantown,West Virginia,US,gmg
783,Walmart Affiliate Program,APPROVED,0.28,USD,2024-01-23,Potsdam,New York,US,gmg
784,NordVPN,REVERSED,0.00,USD,2024-01-23,Fremont,California,US,gmg
785,Walmart Affiliate Program,APPROVED,0.97,USD,2024-01-23,Orlando,Florida,US,gmg
786,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-23,Orlando,Florida,US,gmg
787,Walmart Affiliate Program,APPROVED,0.05,USD,2024-01-24,Poulsbo,Washington,US,gmg
788,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-24,Visalia,California,US,gmg
789,Walmart Affiliate Program,APPROVED,0.12,USD,2024-01-24,St Louis,Missouri,US,gmg
790,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-24,Myrtle Beach,South Carolina,US,gmg
791,Walmart Affiliate Program,APPROVED,0.21,USD,2024-01-24,Port Huron,Michigan,US,gmg
792,Walmart Affiliate Program,APPROVED,0.78,USD,2024-01-24,Fontana,California,US,gmg
793,Walmart Affiliate Program,REVERSED,0.00,USD,2024-01-24,Las Vegas,Nevada,US,gmg
794,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-24,Hartford,Connecticut,US,gmg
795,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-24,Flower Mound,Texas,US,gmg
796,Walmart Affiliate Program,APPROVED,0.45,USD,2024-01-24,Jersey City,New Jersey,US,gmg
797,Walmart Affiliate Program,APPROVED,1.00,USD,2024-01-24,Columbus,Mississippi,US,gmg
798,DHgate,APPROVED,8.70,USD,2024-01-25,Rennerod,Rheinland-Pfalz,DE,gmg
799,Walmart Affiliate Program,REVERSED,0.00,USD,2024-01-24,Houston,Texas,US,gmg
800,Walmart Affiliate Program,APPROVED,0.18,USD,2024-01-24,Schertz,Texas,US,gmg
801,NordVPN,APPROVED,41.67,USD,2024-01-23,Vienna,Vienna,AT,gmg
802,Walmart Affiliate Program,APPROVED,0.16,USD,2024-01-24,Perris,California,US,gmg
803,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-24,Webster,Texas,US,gmg
804,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-24,Webster,Texas,US,gmg
805,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-24,Webster,Texas,US,gmg
806,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-24,Cleveland,Ohio,US,gmg
807,DHgate,APPROVED,1.72,USD,2024-01-25,Nowy Sącz,Lesser Poland,PL,gmg
808,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-24,Odessa,Missouri,US,gmg
809,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-24,Grand Prairie,Texas,US,gmg
810,Walmart Affiliate Program,APPROVED,0.27,USD,2024-01-24,Brandon,Florida,US,gmg
811,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-24,Las Vegas,Nevada,US,gmg
812,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-24,Mesa,Arizona,US,gmg
813,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-24,The Bronx,New York,US,gmg
814,Walmart Affiliate Program,APPROVED,0.48,USD,2024-01-24,Columbus,Georgia,US,gmg
815,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-24,Pensacola,Florida,US,gmg
816,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-24,Plainfield,Illinois,US,gmg
817,Walmart Affiliate Program,APPROVED,1.52,USD,2024-01-24,Baltimore,Maryland,US,gmg
818,DigitalOcean,APPROVED,0.00,USD,2024-01-27,Ashburn,Virginia,US,
819,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-25,Warren,Michigan,US,gmg
820,Walmart Affiliate Program,REVERSED,0.00,USD,2024-01-25,Boise,Idaho,US,gmg
821,Walmart Affiliate Program,APPROVED,0.71,USD,2024-01-25,Brandon,Florida,US,gmg
822,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-25,Virginia Beach,Virginia,US,gmg
823,DHgate,REVERSED,0.00,USD,2024-01-26,Cartagena,Murcia,ES,gmg
824,DHgate,APPROVED,9.69,USD,2024-01-26,Rennerod,Rheinland-Pfalz,DE,gmg
825,CASETiFY,APPROVED,7.02,USD,2024-01-24,Central,Central and Western District,HK,gmg
826,Walmart Affiliate Program,REVERSED,0.00,USD,2024-01-25,Statesboro,Georgia,US,gmg
827,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-25,Tucson,Arizona,US,gmg
828,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-25,Belleview,Florida,US,gmg
829,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-25,Westland,Michigan,US,gmg
830,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-25,Albany,New York,US,gmg
831,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-25,Hughson,California,US,gmg
832,Walmart Affiliate Program,APPROVED,0.90,USD,2024-01-25,Rowlett,Texas,US,gmg
833,Walmart Affiliate Program,APPROVED,0.19,USD,2024-01-25,Lafayette,Colorado,US,gmg
834,Namecheap,APPROVED,1.23,USD,2024-01-24,Irara,Bahia,BR,gmg
835,Walmart Affiliate Program,APPROVED,0.90,USD,2024-01-25,Webster,Texas,US,gmg
836,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-25,Belleview,Florida,US,gmg
