,Campaign_Name,Status,Payout,Currency,Date,Customer_city,Customer_Region,Customer_Country,Sub_Id
277,Walmart Affiliate Program,APPROVED,0.74,USD,2024-01-09,Myrtle Beach,South Carolina,US,gmg
278,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-09,Apopka,Florida,US,gmg
279,Walmart Affiliate Program,APPROVED,0.06,USD,2024-01-08,Boynton Beach,Florida,US,gmg
280,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-09,Quincy,Massachusetts,US,gmg
281,Walmart Affiliate Program,APPROVED,0.70,USD,2024-01-09,Morgantown,West Virginia,US,gmg
282,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-08,Sumter,South Carolina,US,gmg
283,Walmart Affiliate Program,APPROVED,3.90,USD,2024-01-09,Salisbury,North Carolina,US,gmg
284,Walmart Affiliate Program,APPROVED,0.39,USD,2024-01-09,San Jose,California,US,gmg
285,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-09,Atlanta,Georgia,US,gmg
286,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-09,Trenton,New Jersey,US,gmg
287,Walmart Affiliate Program,APPROVED,2.07,USD,2024-01-09,Jefferson City,Missouri,US,gmg
288,Walmart Affiliate Program,APPROVED,0.47,USD,2024-01-09,Anchorage,Alaska,US,gmg
289,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-09,Jacksonville,Florida,US,gmg
290,Walmart Affiliate Program,APPROVED,0.87,USD,2024-01-08,Plainwell,Michigan,US,gmg
291,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-09,Odessa,Missouri,US,gmg
292,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-09,Bakersfield,California,US,gmg
293,Skillshare,REVERSED,0.00,USD,2024-01-07,São Paulo,Sao Paulo,BR,gmg
294,Walmart Affiliate Program,REVERSED,0.00,USD,2024-01-09,Portland,Oregon,US,gmg
295,Walmart Affiliate Program,APPROVED,0.06,USD,2024-01-09,Portland,Oregon,US,gmg
296,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-09,Ruskin,Florida,US,gmg
297,Walmart Affiliate Program,APPROVED,0.54,USD,2024-01-09,Los Angeles,California,US,gmg
298,Walmart Affiliate Program,APPROVED,0.09,USD,2024-01-09,Everett,Washington,US,gmg
299,Walmart Affiliate Program,APPROVED,0.10,USD,2024-01-09,Anchorage,Alaska,US,gmg
300,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-09,The Villages,Florida,US,gmg
301,Walmart Affiliate Program,APPROVED,1.74,USD,2024-01-08,Pinehurst,North Carolina,US,gmg
302,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-09,Anchorage,Alaska,US,gmg
303,Walmart Affiliate Program,APPROVED,1.09,USD,2024-01-09,Marietta,Georgia,US,gmg
304,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-09,Plainview,New York,US,gmg
305,Walmart Affiliate Program,APPROVED,1.24,USD,2024-01-09,El Paso,Texas,US,gmg
306,Walmart Affiliate Program,APPROVED,0.75,USD,2024-01-08,El Paso,Texas,US,gmg
307,Walmart Affiliate Program,REVERSED,0.00,USD,2024-01-09,Latham,New York,US,gmg
308,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-09,Birmingham,Alabama,US,gmg
309,NordVPN,APPROVED,32.29,USD,2024-01-08,West Hartford,Connecticut,US,gmg
310,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-08,Kalamazoo,Michigan,US,gmg
311,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-09,Richmond,Virginia,US,gmg
312,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-09,Uniontown,Pennsylvania,US,gmg
313,Walmart Affiliate Program,APPROVED,0.59,USD,2024-01-09,Oak Forest,Illinois,US,gmg
314,DHgate,APPROVED,1.30,USD,2024-01-10,San Antonio,Texas,US,gmg
315,DHgate,APPROVED,0.24,USD,2024-01-10,San Antonio,Texas,US,gmg
316,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-09,Virginia Beach,Virginia,US,gmg
317,Walmart Affiliate Program,APPROVED,2.00,USD,2024-01-10,Gibsonia,Pennsylvania,US,gmg
318,Walmart Affiliate Program,APPROVED,0.15,USD,2024-01-10,Minneapolis,Minnesota,US,gmg
319,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-10,Sumter,South Carolina,US,gmg
320,Walmart Affiliate Program,APPROVED,0.34,USD,2024-01-09,Reno,Nevada,US,gmg
321,Walmart Affiliate Program,APPROVED,0.11,USD,2024-01-10,Salt Lake City,Utah,US,gmg
322,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-10,Chula Vista,California,US,gmg
323,Walmart Affiliate Program,APPROVED,0.06,USD,2024-01-10,Columbus,Georgia,US,gmg
324,Walmart Affiliate Program,REVERSED,0.00,USD,2024-01-10,Monrovia,California,US,gmg
325,Walmart Affiliate Program,APPROVED,0.79,USD,2024-01-10,Kodiak Station,Alaska,US,gmg
326,Walmart Affiliate Program,APPROVED,0.34,USD,2024-01-10,Tucson,Arizona,US,gmg
327,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-09,Dallas,Texas,US,gmg
328,Walmart Affiliate Program,REVERSED,0.00,USD,2024-01-10,Saint Paul,Minnesota,US,gmg
329,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-10,Opelousas,Louisiana,US,gmg
330,Walmart Affiliate Program,APPROVED,0.42,USD,2024-01-10,Detroit,Michigan,US,gmg
331,Walmart Affiliate Program,APPROVED,2.98,USD,2024-01-09,Saint Paul,Minnesota,US,gmg
332,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-09,Portland,Oregon,US,gmg
333,NordVPN,APPROVED,32.29,USD,2024-01-08,Portland,Oregon,US,gmg
334,Walmart Affiliate Program,APPROVED,0.64,USD,2024-01-10,Edison,New Jersey,US,gmg
335,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-10,Copperas Cove,Texas,US,gmg
336,Walmart Affiliate Program,APPROVED,0.09,USD,2024-01-10,Queen Creek,Arizona,US,gmg
337,Walmart Affiliate Program,APPROVED,0.51,USD,2024-01-09,Kansas City,Missouri,US,gmg
338,Walmart Affiliate Program,APPROVED,0.90,USD,2024-01-10,Columbus,Mississippi,US,gmg
339,DHgate,APPROVED,0.84,USD,2024-01-10,Lake Havasu City,Arizona,US,gmg
340,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-10,Herndon,Virginia,US,gmg
341,DHgate,APPROVED,1.28,USD,2024-01-10,Lake Havasu City,Arizona,US,gmg
342,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-10,Lebanon,Pennsylvania,US,gmg
343,Walmart Affiliate Program,APPROVED,1.68,USD,2024-01-10,Ronkonkoma,New York,US,gmg
344,NordVPN,REVERSED,0.00,USD,2024-01-09,Worcester,Massachusetts,US,gmg
345,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-10,Belleview,Florida,US,gmg
346,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-10,Warren,Michigan,US,gmg
347,Walmart Affiliate Program,APPROVED,0.68,USD,2024-01-10,Bedford,Indiana,US,gmg
348,Walmart Affiliate Program,APPROVED,1.16,USD,2024-01-11,McKinney,Texas,US,gmg
349,Skillshare,APPROVED,0.00,USD,2024-01-09,Barquisimeto,Lara,VE,gmg
350,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-10,Frisco,Texas,US,gmg
351,Walmart Affiliate Program,REVERSED,0.00,USD,2024-01-10,State College,Pennsylvania,US,gmg
352,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-11,Columbus,Georgia,US,gmg
353,Walmart Affiliate Program,REVERSED,0.00,USD,2024-01-10,State College,Pennsylvania,US,gmg
354,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-10,Columbus,Georgia,US,gmg
355,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-10,Broken Arrow,Oklahoma,US,gmg
356,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-10,Eagle Mountain,Utah,US,gmg
357,Walmart Affiliate Program,APPROVED,0.70,USD,2024-01-11,Chula Vista,California,US,gmg
358,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-11,Uniontown,Pennsylvania,US,gmg
359,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-10,Cibolo,Texas,US,gmg
360,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-11,Trenton,New Jersey,US,gmg
361,Walmart Affiliate Program,APPROVED,1.92,USD,2024-01-10,Panama City,Florida,US,gmg
362,Walmart Affiliate Program,APPROVED,0.39,USD,2024-01-10,Chicopee,Massachusetts,US,gmg
363,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-11,North Highlands,California,US,gmg
364,Walmart Affiliate Program,APPROVED,0.41,USD,2024-01-10,Pensacola,Florida,US,gmg
365,Walmart Affiliate Program,APPROVED,0.79,USD,2024-01-11,Lincoln,Nebraska,US,gmg
366,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-11,Douglasville,Georgia,US,gmg
367,Walmart Affiliate Program,APPROVED,0.68,USD,2024-01-10,Copperas Cove,Texas,US,gmg
368,Walmart Affiliate Program,APPROVED,0.14,USD,2024-01-10,Eau Claire,Wisconsin,US,gmg
369,Walmart Affiliate Program,APPROVED,0.19,USD,2024-01-11,Louisville,Colorado,US,gmg
370,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-10,Scottsdale,Arizona,US,gmg
371,Walmart Affiliate Program,APPROVED,0.69,USD,2024-01-10,Lincoln,Nebraska,US,gmg
372,Walmart Affiliate Program,APPROVED,0.17,USD,2024-01-11,Albany,New York,US,gmg
373,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-10,Warren,Michigan,US,gmg
374,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-10,Anchorage,Alaska,US,gmg
375,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-10,Arlington,Texas,US,gmg
376,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-11,Plattsburgh,New York,US,gmg
377,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-11,Los Angeles,California,US,gmg
378,Walmart Affiliate Program,APPROVED,2.96,USD,2024-01-10,Fultondale,Alabama,US,gmg
379,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-11,Albany,New York,US,gmg
380,Walmart Affiliate Program,APPROVED,2.60,USD,2024-01-11,San Diego,California,US,gmg
381,Walmart Affiliate Program,APPROVED,2.25,USD,2024-01-10,The Bronx,New York,US,gmg
382,Walmart Affiliate Program,APPROVED,2.10,USD,2024-01-10,Jersey City,New Jersey,US,gmg
383,Walmart Affiliate Program,REVERSED,0.00,USD,2024-01-10,Webster,Texas,US,gmg
384,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-10,Albany,New York,US,gmg
385,Walmart Affiliate Program,APPROVED,1.62,USD,2024-01-10,Middletown,New York,US,gmg
386,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-11,Dallas,Texas,US,gmg
387,Walmart Affiliate Program,APPROVED,1.32,USD,2024-01-11,Houston,Texas,US,gmg
388,Walmart Affiliate Program,APPROVED,0.19,USD,2024-01-10,Peru,Indiana,US,gmg
389,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-10,Tacoma,Washington,US,gmg
390,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-10,Port Angeles,Washington,US,gmg
391,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-12,Oak Forest,Illinois,US,gmg
392,DigitalOcean,APPROVED,0.00,USD,2024-01-13,Ashburn,Virginia,US,
393,NordVPN,APPROVED,32.54,USD,2024-01-10,Brisbane,Queensland,AU,gmg
394,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-12,Acworth,Georgia,US,gmg
395,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-12,Kenner,Louisiana,US,gmg
396,Walmart Affiliate Program,APPROVED,0.20,USD,2024-01-12,Morgantown,West Virginia,US,gmg
397,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-12,Warner Robins,Georgia,US,gmg
398,Walmart Affiliate Program,APPROVED,0.58,USD,2024-01-12,Jeannette,Pennsylvania,US,gmg
399,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-12,Chagrin Falls,Ohio,US,gmg
400,NordVPN,REVERSED,0.00,USD,2024-01-10,Melbourne,Victoria,AU,gmg
401,NordVPN,REVERSED,0.00,USD,2024-01-10,Abtenau,Salzburg,AT,gmg
402,Walmart Affiliate Program,APPROVED,0.48,USD,2024-01-12,Hoboken,New Jersey,US,gmg
403,Blinkist,APPROVED,0.00,USD,2024-01-10,Rochester,Michigan,US,gmg
404,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-12,Chula Vista,California,US,gmg
405,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-12,Kodiak Station,Alaska,US,gmg
406,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-12,The Villages,Florida,US,gmg
407,Walmart Affiliate Program,APPROVED,0.07,USD,2024-01-12,Potsdam,New York,US,gmg
408,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-12,Warren,Michigan,US,gmg
409,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-12,Calexico,California,US,gmg
410,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-12,Wilmington,North Carolina,US,gmg
411,Walmart Affiliate Program,APPROVED,0.36,USD,2024-01-12,Denver,Colorado,US,gmg
412,NordVPN,APPROVED,5.20,USD,2024-01-11,Lancaster,New Hampshire,US,gmg
413,Walmart Affiliate Program,APPROVED,0.43,USD,2024-01-12,Las Vegas,Nevada,US,gmg
414,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-12,Los Angeles,California,US,gmg
415,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-12,Tucson,Arizona,US,gmg
416,Walmart Affiliate Program,APPROVED,0.27,USD,2024-01-12,Bossier City,Louisiana,US,gmg
417,NordVPN,APPROVED,32.54,USD,2024-01-11,Rancho Palos Verdes,California,US,gmg
418,Walmart Affiliate Program,REVERSED,0.00,USD,2024-01-12,Lake City,Michigan,US,gmg
419,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-12,Fort Wayne,Indiana,US,gmg
420,Walmart Affiliate Program,APPROVED,1.31,USD,2024-01-13,New York,New York,US,gmg
421,DHgate,APPROVED,0.62,USD,2024-01-13,Sydney,New South Wales,AU,gmg
422,Walmart Affiliate Program,APPROVED,0.09,USD,2024-01-13,Potsdam,New York,US,gmg
423,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-12,Collierville,Tennessee,US,gmg
424,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-13,Romeoville,Illinois,US,gmg
425,Walmart Affiliate Program,REVERSED,0.00,USD,2024-01-12,Milwaukee,Wisconsin,US,gmg
426,Walmart Affiliate Program,APPROVED,0.18,USD,2024-01-13,Grand Prairie,Texas,US,gmg
427,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-12,Fort Wayne,Indiana,US,gmg
428,Walmart Affiliate Program,APPROVED,0.39,USD,2024-01-13,Opelousas,Louisiana,US,gmg
429,Walmart Affiliate Program,APPROVED,2.88,USD,2024-01-13,Jacksonville,North Carolina,US,gmg
430,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-13,Las Vegas,Nevada,US,gmg
431,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-13,Troy,New York,US,gmg
432,Walmart Affiliate Program,APPROVED,1.50,USD,2024-01-13,Spring,Texas,US,gmg
433,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-13,Louisville,Colorado,US,gmg
434,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-13,Philadelphia,Pennsylvania,US,gmg
435,Walmart Affiliate Program,REVERSED,0.00,USD,2024-01-12,Reno,Nevada,US,gmg
436,Walmart Affiliate Program,APPROVED,2.59,USD,2024-01-13,Clementon,New Jersey,US,gmg
437,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-12,Jacksonville,North Carolina,US,gmg
438,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-13,Scottsdale,Arizona,US,gmg
439,Bubble,APPROVED,0.00,USD,2024-01-12,São Paulo,Sao Paulo,BR,gmg
440,Walmart Affiliate Program,APPROVED,1.53,USD,2024-01-13,Roslindale,Massachusetts,US,gmg
441,Walmart Affiliate Program,APPROVED,0.34,USD,2024-01-13,Kent,Washington,US,gmg
442,Walmart Affiliate Program,REVERSED,0.00,USD,2024-01-12,Rochester,New York,US,gmg
443,Walmart Affiliate Program,APPROVED,0.03,USD,2024-01-12,Mesa,Arizona,US,gmg
444,DHgate,APPROVED,0.73,USD,2024-01-14,Santa Ana,California,US,gmg
445,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-12,Folsom,California,US,gmg
446,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-13,Syracuse,New York,US,gmg
447,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-13,Arlington,Texas,US,gmg
448,Walmart Affiliate Program,APPROVED,0.72,USD,2024-01-14,Pittsfield,Massachusetts,US,gmg
449,Walmart Affiliate Program,APPROVED,0.15,USD,2024-01-14,Somerset,New Jersey,US,gmg
450,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-13,Port Huron,Michigan,US,gmg
451,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-14,Virginia Beach,Virginia,US,gmg
452,Walmart Affiliate Program,APPROVED,0.12,USD,2024-01-14,Columbus,Georgia,US,gmg
453,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-14,Portland,Oregon,US,gmg
454,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-14,Warren,Michigan,US,gmg
455,Walmart Affiliate Program,APPROVED,1.23,USD,2024-01-14,Syracuse,New York,US,gmg
456,Walmart Affiliate Program,APPROVED,0.40,USD,2024-01-14,Syracuse,New York,US,gmg
457,Walmart Affiliate Program,APPROVED,0.33,USD,2024-01-14,Kansas City,Kansas,US,gmg
458,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-14,Greenville,South Carolina,US,gmg
459,Walmart Affiliate Program,APPROVED,1.11,USD,2024-01-13,Cottage Grove,Minnesota,US,gmg
460,Walmart Affiliate Program,APPROVED,0.76,USD,2024-01-14,Warren,Michigan,US,gmg
461,Walmart Affiliate Program,APPROVED,0.14,USD,2024-01-14,Safety Harbor,Florida,US,gmg
462,Walmart Affiliate Program,APPROVED,0.18,USD,2024-01-14,Cibolo,Texas,US,gmg
463,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-14,Del City,Oklahoma,US,gmg
464,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-14,Kodiak Station,Alaska,US,gmg
465,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-14,Canyon Country,California,US,gmg
466,InVideo,APPROVED,0.00,USD,2024-01-12,Heusenstamm,Hesse,DE,gmg
467,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-14,Schenectady,New York,US,gmg
468,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-13,Myrtle Beach,South Carolina,US,gmg
469,Walmart Affiliate Program,APPROVED,0.04,USD,2024-01-14,Myrtle Beach,South Carolina,US,gmg
470,Walmart Affiliate Program,APPROVED,0.07,USD,2024-01-14,Selma,North Carolina,US,gmg
471,Walmart Affiliate Program,APPROVED,1.08,USD,2024-01-14,Sandusky,Ohio,US,gmg
472,Walmart Affiliate Program,APPROVED,0.17,USD,2024-01-13,Peoria,Arizona,US,gmg
473,Walmart Affiliate Program,APPROVED,0.61,USD,2024-01-14,Sandusky,Ohio,US,gmg
474,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-13,West Lafayette,Indiana,US,gmg
475,NordVPN,APPROVED,5.20,USD,2024-01-13,Bakersfield,California,US,gmg
476,Walmart Affiliate Program,REVERSED,0.00,USD,2024-01-13,Columbus,Georgia,US,gmg
477,Walmart Affiliate Program,APPROVED,5.40,USD,2024-01-14,Milton,Delaware,US,gmg
478,Walmart Affiliate Program,APPROVED,0.20,USD,2024-01-14,Auburn,Indiana,US,gmg
479,Walmart Affiliate Program,APPROVED,0.58,USD,2024-01-14,Orlando,Florida,US,gmg
480,Walmart Affiliate Program,APPROVED,0.11,USD,2024-01-14,Columbus,Georgia,US,gmg
481,Envato Placeit,APPROVED,0.00,USD,2024-01-13,Houston,Texas,US,gmg
482,InVideo,APPROVED,0.00,USD,2024-01-13,Naples,Campania,IT,gmg
483,Walmart Affiliate Program,REVERSED,0.00,USD,2024-01-15,Morgantown,West Virginia,US,gmg
484,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-14,Warren,Michigan,US,gmg
485,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-15,Winter Haven,Florida,US,gmg
486,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-14,Fairburn,Georgia,US,gmg
487,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-14,Trenton,New Jersey,US,gmg
488,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-15,Tacoma,Washington,US,gmg
489,DHgate,APPROVED,1.97,USD,2024-01-15,Northampton,England,GB,gmg
490,DHgate,APPROVED,1.04,USD,2024-01-15,Northampton,England,GB,gmg
491,NordVPN,APPROVED,30.94,USD,2024-01-13,Delémont,Jura,CH,gmg
492,Walmart Affiliate Program,REVERSED,0.00,USD,2024-01-14,San Antonio,Texas,US,gmg
493,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-14,Chicago,Illinois,US,gmg
494,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-15,Potsdam,New York,US,gmg
495,Walmart Affiliate Program,REVERSED,0.00,USD,2024-01-15,Salt Lake City,Utah,US,gmg
496,Walmart Affiliate Program,APPROVED,1.62,USD,2024-01-14,Avon Lake,Ohio,US,gmg
497,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-14,Salt Lake City,Utah,US,gmg
498,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-15,Temple,Texas,US,gmg
499,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-14,Chula Vista,California,US,gmg
500,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-14,Thibodaux,Louisiana,US,gmg
501,Walmart Affiliate Program,APPROVED,0.69,USD,2024-01-14,Denver,Colorado,US,gmg
502,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-15,Columbus,Georgia,US,gmg
503,Atlas VPN,APPROVED,29.53,USD,2024-01-13,Krefeld,North Rhine-Westphalia,DE,gmg
504,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-15,Cleveland,Ohio,US,gmg
505,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-15,Clarksville,Tennessee,US,gmg
506,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-15,Stillwater,Minnesota,US,gmg
507,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-15,North Richland Hills,Texas,US,gmg
508,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-14,West Roxbury,Massachusetts,US,gmg
509,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-15,Myrtle Beach,South Carolina,US,gmg
510,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-14,Bossier City,Louisiana,US,gmg
511,Walmart Affiliate Program,APPROVED,0.44,USD,2024-01-14,Everett,Washington,US,gmg
512,Namecheap,APPROVED,0.00,USD,2024-01-14,Bridgetown,Saint Michael,BB,gmg
513,Walmart Affiliate Program,APPROVED,2.10,USD,2024-01-15,Alexandria,Virginia,US,gmg
514,Walmart Affiliate Program,REVERSED,0.00,USD,2024-01-15,Albany,New York,US,gmg
515,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-15,Margate,Florida,US,gmg
516,Walmart Affiliate Program,APPROVED,0.22,USD,2024-01-15,Everett,Washington,US,gmg
517,Walmart Affiliate Program,APPROVED,0.57,USD,2024-01-15,McAllen,Texas,US,gmg
518,NordVPN,APPROVED,35.68,USD,2024-01-14,Plomeur,Brittany,FR,gmg
519,Walmart Affiliate Program,APPROVED,0.42,USD,2024-01-16,Warren,Michigan,US,gmg
520,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-16,Grand Junction,Colorado,US,gmg
521,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-16,Ellenwood,Georgia,US,gmg
522,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-16,Lancaster,California,US,gmg
523,NordVPN,REVERSED,0.00,USD,2024-01-14,New York,New York,US,gmg
524,Walmart Affiliate Program,APPROVED,0.85,USD,2024-01-16,Schertz,Texas,US,gmg
525,NordVPN,APPROVED,5.70,USD,2024-01-14,Jurancon,Nouvelle-Aquitaine,FR,gmg
526,DHgate,APPROVED,1.08,USD,2024-01-16,East Islip,New York,US,gmg
527,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-16,Apple Valley,California,US,gmg
528,Walmart Affiliate Program,APPROVED,0.24,USD,2024-01-16,Midlothian,Texas,US,gmg
529,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-16,Birmingham,Alabama,US,gmg
530,Walmart Affiliate Program,REVERSED,0.00,USD,2024-01-16,San Antonio,Texas,US,gmg
531,Walmart Affiliate Program,APPROVED,1.72,USD,2024-01-16,West Roxbury,Massachusetts,US,gmg
532,Walmart Affiliate Program,APPROVED,2.40,USD,2024-01-16,San Antonio,Texas,US,gmg
533,DHgate,APPROVED,0.93,USD,2024-01-16,Overland Park,Kansas,US,gmg
534,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-16,Clarksville,Tennessee,US,gmg
535,Walmart Affiliate Program,APPROVED,0.30,USD,2024-01-16,Columbia,South Carolina,US,gmg
536,Walmart Affiliate Program,APPROVED,0.72,USD,2024-01-16,Perris,California,US,gmg
537,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-16,Eau Claire,Wisconsin,US,gmg
538,Walmart Affiliate Program,APPROVED,0.83,USD,2024-01-16,Pinehurst,North Carolina,US,gmg
539,NordVPN,APPROVED,27.66,USD,2024-01-15,Massapequa,New York,US,gmg
540,Walmart Affiliate Program,APPROVED,1.35,USD,2024-01-16,Fultondale,Alabama,US,gmg
541,Walmart Affiliate Program,APPROVED,0.45,USD,2024-01-16,New York,New York,US,gmg
542,Walmart Affiliate Program,APPROVED,3.74,USD,2024-01-16,n/a,n/a,US,gmg
543,Walmart Affiliate Program,APPROVED,0.20,USD,2024-01-17,Uniontown,Pennsylvania,US,gmg
544,Walmart Affiliate Program,APPROVED,0.99,USD,2024-01-17,Nampa,Idaho,US,gmg
545,Walmart Affiliate Program,APPROVED,0.06,USD,2024-01-16,Boynton Beach,Florida,US,gmg
546,Wish,APPROVED,0.28,USD,2024-01-15,Bergisch Gladbach,North Rhine-Westphalia,DE,gmg
547,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-17,Washington,District of Columbia,US,gmg
548,Walmart Affiliate Program,APPROVED,0.96,USD,2024-01-16,Edmond,Oklahoma,US,gmg
549,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-16,Akron,Ohio,US,gmg
550,Walmart Affiliate Program,APPROVED,0.80,USD,2024-01-17,Okemos,Michigan,US,gmg
551,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-16,Fresno,California,US,gmg
552,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-17,Copperas Cove,Texas,US,gmg
553,Walmart Affiliate Program,REVERSED,0.00,USD,2024-01-17,Tallahassee,Florida,US,gmg
554,Walmart Affiliate Program,APPROVED,0.49,USD,2024-01-16,Albany,New York,US,gmg
555,Walmart Affiliate Program,APPROVED,0.00,USD,2024-01-17,Pittsburgh,Pennsylvania,US,gmg
