id_x,order_id,tariff_id_x,action_id,advcampaign_id,advcampaign_name,website_name,click_user_ip,click_user_referer,click_country_code,conversion_time,action,action_type,cart,status,processed,subid,subid1,subid2,subid3,subid4,payment_x,currency,keyword,comment,paid,promocode,click_date,action_date,closing_date,status_updated,id_y,tariff_id_y,datetime,amount,payment_y,rate,rate_id,percentage,product_url,product_id,product_image,product_name,product_category_id,product_category_name
1054497903,gpt-1080288088|course|2776760,16622,1054497903,22448,Udemy WW,Real Pricetracker,,,BR,1289,Paid course,sale,4.88,pending,0,tabm,,,,,0.39,USD,,,0,,5/18/2024 20:05,5/18/2024 20:27,,5/22/2024 13:24,1255070193,21660,5/18/2024 20:27,4.88,0.39,8,,TRUE,,,,,,
1054497807,gpt-1080299656|course|1446232,16622,1054497807,22448,Udemy WW,Real Pricetracker,,,TR,-1446,Paid course,sale,4.04,pending,0,tabm,,,,,0.32,USD,,,0,,5/18/2024 20:47,5/18/2024 20:23,,5/22/2024 13:24,1255070097,21660,5/18/2024 20:23,4.04,0.32,7.93,,TRUE,,,,,,
1054497765,gpt-1080118460|course|1151632,16622,1054497765,22448,Udemy WW,Real Pricetracker,,,IN,-284,Paid course,sale,4.79,pending,0,avb,,,,,0.38,USD,,,0,,5/18/2024 10:48,5/18/2024 10:44,,5/22/2024 13:24,1255070053,21660,5/18/2024 10:44,4.79,0.38,7.94,,TRUE,,,,,,
1054275876,gpt-1079977620|course|3164478,16622,1054275876,22448,Udemy WW,Real Pricetracker,,,US,-135,Paid course,sale,11.3,pending,0,tabm,,,,,0.9,USD,,,0,,5/17/2024 23:35,5/17/2024 23:33,,5/21/2024 14:23,1254683043,21660,5/17/2024 23:33,11.3,0.9,7.97,,TRUE,,,,,,
1054275874,gpt-1079977620|course|1984658,16622,1054275874,22448,Udemy WW,Real Pricetracker,,,US,-135,Paid course,sale,15.83,pending,0,tabm,,,,,1.27,USD,,,0,,5/17/2024 23:35,5/17/2024 23:33,,5/21/2024 14:23,1254683041,21660,5/17/2024 23:33,15.83,1.27,8.03,,TRUE,,,,,,
1054275867,gpt-1079977620|course|4357532,16622,1054275867,22448,Udemy WW,Real Pricetracker,,,US,-135,Paid course,sale,11.3,pending,0,tabm,,,,,0.9,USD,,,0,,5/17/2024 23:35,5/17/2024 23:33,,5/21/2024 14:23,1254683037,21660,5/17/2024 23:33,11.3,0.9,7.97,,TRUE,,,,,,
1053364310,15962.5981.294402,28955,1053364310,30956,Pdffiller Many Geos,Real Pricetracker,,,SA,617,Sale,sale,,pending,0,tabm,,,,,0,USD,,,0,,5/17/2024 17:12,5/17/2024 17:22,,5/17/2024 17:36,1253183945,63584,5/17/2024 17:22,0,0,0,,FALSE,,,,,,
1053364843,125459469,5273,1053364843,14627,Flipkart [CPS] IN,Real Pricetracker,,,IN,159,Existing Customer,sale,1899,pending,0,gmg,,,,,53.2,INR,,,0,,5/17/2024 16:53,5/17/2024 16:56,,5/17/2024 17:37,1253184506,5792,5/17/2024 16:56,1899,53.2,2.81,,TRUE,,,,,,
1054268094,gpt-1079813690|course|1921420,16622,1054268094,22448,Udemy WW,Real Pricetracker,,,US,-1378,Paid course,sale,18.41,pending,0,tabm,,,,,1.48,USD,,,0,,5/17/2024 15:50,5/17/2024 15:28,,5/21/2024 13:23,1254673326,21660,5/17/2024 15:28,18.41,1.48,8.04,,TRUE,,,,,,
1054268084,gpt-1079813690|course|2196488,16622,1054268084,22448,Udemy WW,Real Pricetracker,,,US,-1378,Paid course,sale,14.96,pending,0,tabm,,,,,1.2,USD,,,0,,5/17/2024 15:50,5/17/2024 15:28,,5/21/2024 13:23,1254673316,21660,5/17/2024 15:28,14.96,1.2,8.03,,TRUE,,,,,,
1053332009,125424495,5273,1053332009,14627,Flipkart [CPS] IN,Real Pricetracker,,,IN,64,Existing Customer,sale,305,pending,0,gmg,,,,,8.4,INR,,,0,,5/17/2024 14:19,5/17/2024 14:20,,5/17/2024 14:29,1253130255,5792,5/17/2024 14:20,305,8.4,2.76,,TRUE,,,,,,
1053298349,2.11494E+17,14042,1053298349,20881,Alibaba WW,Real Pricetracker,,,DK,12,Paid order ,sale,14.99,pending,0,,,,,,0.75,USD,,,0,,5/17/2024 10:50,5/17/2024 10:50,,5/17/2024 10:50,1253076788,18192,5/17/2024 10:50,14.99,0.8,5.4,343578,TRUE,,,,,,
1054268169,gpt-1079614568|course|657932,16622,1054268169,22448,Udemy WW,Real Pricetracker,,,US,1922,Paid course,sale,16.99,pending,0,tabm,,,,,1.36,USD,,,0,,5/17/2024 3:59,5/17/2024 4:32,,5/21/2024 13:23,1254673404,21660,5/17/2024 4:32,16.99,1.36,8.01,,TRUE,,,,,,
1053974774,gpt-1079598574|course|2015076,16622,1053974774,22448,Udemy WW,Real Pricetracker,,,US,1003,Paid course,sale,11.99,pending,0,tabm,,,,,0.96,USD,,,0,,5/17/2024 2:17,5/17/2024 2:34,,5/20/2024 14:55,1254192982,21660,5/17/2024 2:34,11.99,0.96,8.01,,TRUE,,,,,,
1053974770,gpt-1079598574|course|5754052,16622,1053974770,22448,Udemy WW,Real Pricetracker,,,US,1003,Paid course,sale,9.99,pending,0,tabm,,,,,0.8,USD,,,0,,5/17/2024 2:17,5/17/2024 2:34,,5/20/2024 14:55,1254192978,21660,5/17/2024 2:34,9.99,0.8,8.01,,TRUE,,,,,,
1053974766,gpt-1079581546|course|3427440,16622,1053974766,22448,Udemy WW,Real Pricetracker,,,BR,2238,Paid course,sale,4.85,pending,0,tabm,,,,,0.39,USD,,,0,,5/17/2024 0:57,5/17/2024 1:35,,5/20/2024 14:55,1254192974,21660,5/17/2024 1:35,4.85,0.39,8.05,,TRUE,,,,,,
1053936470,gpt-1079400504|course|3213249,16622,1053936470,22448,Udemy WW,Real Pricetracker,,,PE,2539,Paid course,sale,9.37,pending,0,tabm,,,,,0.75,USD,,,0,,5/16/2024 16:54,5/16/2024 17:37,,5/20/2024 13:24,1254151545,21660,5/16/2024 17:37,9.37,0.75,8.01,,TRUE,,,,,,
